X;Y;name;number;address;open;available;free;total;ticket;updated_at
728254.851;4370316.791;51_PSO. DE LAS MORERAS;51;Moreras (Oceanográfico);T;17;3;20;T;06/11/2018 13:04:02
728318.593;4370746.512;52_C/ LUIS GARCIA BERLANGA;52;Luis García Berlanga Martí - Menorca;T;24;0;25;T;06/11/2018 13:04:02
728161.402;4370822.98699999973;53_C/ LUIS GARCIA BERLANGA;53;Alameda - Pintor Maella;T;21;4;25;F;06/11/2018 13:04:02
728105.908;4371107.87899999972;55_AVDA. DE FRANCIA;55;Francia - Pintor Maella;T;6;18;25;F;06/11/2018 13:04:02
728477.293;4371016.383;56_AVDA. DE FRANCIA;56;Francia - Menorca;T;4;11;15;F;06/11/2018 13:04:02
727265.727;4371653.468;057_CALLE PINTOR MONLEON;57;Alameda - Pintor Monleón;T;13;6;20;T;06/11/2018 13:04:02
725252.779;4371788.228;058_PLAZA DE ESPAÑA;58;Plaza España;T;12;8;20;T;06/11/2018 13:04:02
727589.205;4371508.75499999989;059_AVDA. DE BALEARES I;59;Baleares - Río Escalona;T;3;12;15;T;06/11/2018 13:04:02
725811.479;4369410.682;189_HOSPITAL_NUEVA_FE;189;Hospital Nueva Fe (administración);T;18;12;30;T;06/11/2018 13:04:02
724716.63;4371034.65099999961;196_AVDA_GASPAR_AGUILAR;196;Jerónimo Muñoz - Gaspar Aguilar;T;3;12;15;T;06/11/2018 13:04:02
724353.939;4370869.61099999957;197_CALLE_FONTANARS_DELS_AFORINS;197;Fontanars dels Aforins - Jacinto Labaila;T;6;9;15;F;06/11/2018 13:04:02
724088.606;4371161.449;198_CALLE_FONTANARS_DELS_AFORINS;198;Fontanars dels Aforins - Vall d'Uixó;T;11;9;20;T;06/11/2018 13:04:02
724409.686;4371249.394;199_CALLE_BEATO_NICOLAS_FACTOR;199;Beato Nicolás Factor - Convento de Jesús;T;2;13;15;F;06/11/2018 13:04:02
726779.466;4373643.882;119_C/ JAIME ROIG;119;Jaime Roig - Bachiller;T;0;20;20;F;06/11/2018 13:04:02
727150.755;4374061.60699999984;121_C_MURTA;121;Murta - Sant Eperit;T;0;15;15;F;06/11/2018 13:04:02
728692.861;4371509.581;068_AVDA. DEL PUERTO IV;68;Av. Puerto - José Aguilar;T;2;18;20;T;06/11/2018 13:04:02
728772.337;4372460.834;099_AVDA. BLASCO IBAÑEZ 8;99;Blasco Ibañez - Pintor José Mongrell;T;9;12;21;T;06/11/2018 13:04:02
728972.186;4372498.957;100_AVDA. BLASCO IBAÑEZ 9;100;Blasco Ibañez - Mestre Ripoll;T;11;9;20;F;06/11/2018 13:04:02
729303.307;4372334.76599999983;101_AVDA. BLASCO IBAÑEZ 10;101;Marino Blas de Lezo (estación Cabañal Adif);T;4;26;30;T;06/11/2018 13:04:02
728221.158;4372943.30599999987;102_AVDA.RAMON LLUL;102;Ramón Llull - Serpis;T;20;0;20;F;06/11/2018 13:04:02
727726.47;4373219.82799999975;103_RUBEN DARIO;103;Rubén Darío - Plaza Fray Luis Colomer;T;2;13;15;F;06/11/2018 13:04:02
728165.066;4373225.292;104_ALBALAT DELS TARONGERS;104;Albalat dels Tarongers - Paseo Facultades;T;18;2;20;T;06/11/2018 13:04:02
728404.34;4373155.018;105_AVDA. DE LOS NARANJOS;105;Aularios Universidad de Valencia;T;30;0;30;F;06/11/2018 13:04:02
728676.955;4373057.96;106_AVDA. DE LOS NARANJOS;106;Albalat dels Tarongers - Professor Ernest Lluch;T;23;2;25;F;06/11/2018 13:04:02
729126.028;4372904.69;107_C/ CAMPILLO ALTO BUEY;107;Campillo de Altobuey (Polideportivo);T;9;6;15;F;06/11/2018 13:04:02
729355.857;4372738.285;108_ LUIS PEIXO;108;Luís Peixó 20;T;1;14;15;T;06/11/2018 13:04:02
729354.335;4373086.32;109_AVDA. NARANJOS;109;Naranjos - Ingeniero Fausto Elio;T;13;7;20;T;06/11/2018 13:04:02
729068.76;4373513.496;110_KISSHOMARU;110;UPV Trinquet;T;23;7;30;F;06/11/2018 13:04:02
728736.631;4373445.463;111_COLEGIO MAYOR;111;UPV Galileo;T;27;3;30;F;06/11/2018 13:04:02
728594.549;4373259.508;112_AVDA. DE LOS NARANJOS;112;Manuel Broseta i Pont - Naranjos;T;23;16;40;T;06/11/2018 13:04:02
728470.794;4373555.383;113_ETS CAMINOS;113;UPV Caminos;T;27;10;38;T;06/11/2018 13:04:02
728212.727;4373606.43599999975;114_ADOLFO SUAREZ;114;UPV Informática;T;27;2;30;F;06/11/2018 13:04:02
727735.506;4373565.502;115_C/ DR. VICENTE ZARAGOZA;115;Cataluña - Doctor Vicente Zaragozá;T;0;15;16;F;06/11/2018 13:04:02
727264.373;4373739.53199999966;116_C/ DR. VICENTE ZARAGOZA;116;Doctor Vicente Zaragozá - Ramón Asensio;T;9;6;15;T;06/11/2018 13:04:02
727320.076;4373296.548;117_PRIMADO REIG;117;Gascó Oliag - Primado Reig;T;29;0;30;T;06/11/2018 13:04:02
727027.861;4373422.962;118_C/ DR. GOMEZ FERRER;118;Gómez Ferrer - Álvaro de Bazán;T;2;18;20;F;06/11/2018 13:04:02
725260.252;4370585.826;207_CALLE_MILLARES_ESQ_CALLE_FEDERICO_GARCA_LORCA;207;"Giorgeta, 64";T;2;13;15;F;06/11/2018 13:04:02
724697.936;4370158.341;208_CALLE_CARTEROS_ESQ_CALLE_MOSSEN_FEBRER;208;Carteros - Mossen Febrer;T;1;19;20;F;06/11/2018 13:04:02
724314.852;4370190.576;209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA;209;Gaspar Aguilar - Músico Penella;T;3;15;18;T;06/11/2018 13:04:02
723985.229;4370566.65699999966;210_CALLE_CAMPOS_CRESPO_ESQ_CALLE_JUAN_DE_GARAY;210;Campos Crespo - Juan de Garay;T;14;1;15;T;06/11/2018 13:04:02
723885.477;4370916.28;211_CALLE_FRAY_JUNÍPERO_SERRA_ESQ_CALLE_VALL_D'UIX;211;Fray Junípero Serra - Vall d'Uixó;T;9;6;15;F;06/11/2018 13:04:02
723649.564;4371215.869;212_CALLE_FRAY_JUANÍPERO_SERRA_ESQ_CALLE_TORRENTE;212;Fray Juanípero Serra - Torrente;T;6;9;15;T;06/11/2018 13:04:02
723623.032;4371598.159;214_CALLE_SANTA_CRUZ_DE_TENERIFE_ESQ_CALLE_LLOMBA;214;"Santa Cruz de Tenerife, 21";T;12;3;15;T;06/11/2018 13:04:02
723788.443;4372594.23599999957;220_CALLE_CASTAN_TOBEÑAS_ESQ_CALLE_DE_GOYA;220;Castán Tobeñas - Patriques;T;12;4;16;T;06/11/2018 13:04:02
723394.032;4372740.052;221_AVDA_MANUEL_DE_FALLA_ESQ_CALLE_HERNANDEZ_LAZAR;221;Manuel de Falla - Hernández Lázaro;T;10;10;20;T;06/11/2018 13:04:02
723868.082;4372934.04399999976;222_AVDA_MAESTRO_RODRIGO_ESQ_AVDA_MANUEL_DE_FALLA;222;Maestro Rodrigo - Manuel de Falla;T;3;17;20;F;06/11/2018 13:04:02
723313.847;4373326.321;224_PLAZA_JOSE_MONFORTE_TUDELA_ESQ_CALLE_HERNANDEZ;224;Jorge Comin (Metge) - Terrateig;T;9;11;20;F;06/11/2018 13:04:02
723500.1;4374169.24;225_CALLE_PADRE_BARRANCO_DESPUES_CALLE_BENIFAIRO;225;Padre Barranco - Carlos Ruano Llopis (Pintor);T;12;8;20;T;06/11/2018 13:04:02
723687.622;4374480.945;226_CALLE_SAFOR_ESQ_AVDA_DE_LAS_CORTES_VALENCIANAS;226;Corts Valencianes - La Safor;T;17;13;30;F;06/11/2018 13:04:02
723339.372;4374402.457;227_CALLE_SAN_CLEMENTE_ENTRA_HOSPITAL_ARNAU_VILANO;227;San Clemente - Hospital Arnau de Vilanova;T;16;3;20;T;06/11/2018 13:04:02
723694.722;4374795.329;228_AVDA_NICASIO_BENLLOCH_ESQ_CALLE_L'HORTA_SUD;228;Doctor Nicasio Benlloch - L'Horta Sud;T;14;1;15;T;06/11/2018 13:04:02
725526.985;4375332.096;235_CONDE_DE_TORREFIEL_CECILIO_PLA;235;Conde Torrefiel - Cecilio Plá;T;2;13;15;T;06/11/2018 13:04:02
724840.264;4372377.279;023_GRAN_VIA_FERNANDO_EL_CATOLICO;23;Fernando el Católico - Erudito Orellana;T;5;14;19;T;06/11/2018 13:04:02
725033.543;4372099.483;024_GRAN_VIA_RAMON_Y_CAJAL;24;Fernando el Católico - Cuenca;T;11;9;20;T;06/11/2018 13:04:02
724643.583;4371938.41;025_CALLE_DEL_ALBERIC;25;"Alberique, 18 (Abastos)";T;5;18;23;T;06/11/2018 13:04:02
724868.606;4371774.51499999966;026_CALLE_SAN_JOSE_DE_CALASANZ;26;San José de Calasanz - Salas Quiroga;T;7;8;15;F;06/11/2018 13:04:02
725239.192;4371470.541;027_CALLE_SAN_VICENTE_MARTIR_129;27;San Vicente Martir - Doctor Vilá Barberá;T;2;18;20;F;06/11/2018 13:04:02
726425.72;4372418.341;028_NAVARRO REVERTE;28;Navarro Reverter - Grabador Esteve;T;9;14;25;F;06/11/2018 13:04:02
726641.444;4372261.334;029_PLAZA AMERICA;29;Plaza América - Cirilo Amorós - Sorní;T;15;4;20;T;06/11/2018 13:04:02
726371.036;4372085.56;030_CIRILO AMOROS;30;Cirilo Amorós - Jorge Juan (Mercado Colón);T;17;1;20;F;06/11/2018 13:04:02
727830.598;4371420.636;060_AVDA.BALEARES II;60;Baleares - Lebón;T;7;12;19;F;06/11/2018 13:04:02
729243.245;4372024.795;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;84;"Serrería, 67";T;9;6;15;F;06/11/2018 13:04:02
726661.312;4373300.906;085_AVDA_BLASCO IBAÑEZ 1;85;Blasco Ibañez - Jaime Roig;T;17;6;23;F;06/11/2018 13:04:02
726530.086;4369370.98099999968;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;91;Grabador Jordan - Escultor Pastor;T;4;11;15;F;06/11/2018 13:04:02
727425.494;4372922.905;"092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ";92;Blasco Ibañez - Aragón;T;5;15;20;T;06/11/2018 13:04:02
728483.208;4372556.514;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;93;Blasco Ibañez - Poeta Durán Tortajada;T;5;32;38;T;06/11/2018 13:04:02
727804.295;4372880.48599999957;094_AVDA. BLASCO IBAÑEZ 5;94;Blasco Ibañez - Clariano;T;11;6;20;F;06/11/2018 13:04:02
728259.769;4373389.06599999964;95_AVDA. DE LOS NARANJOS;95;Naranjos (Magisterio);T;25;8;33;F;06/11/2018 13:04:02
728100.083;4372686.54399999976;096_AVDA. BLASCO IBAÑEZ 6;96;Blasco Ibañez - Yecla;T;17;4;21;T;06/11/2018 13:04:02
728538.878;4372645.48099999968;097_AVDA. BLASCO IBAÑEZ 7;97;Blasco Ibañez 121;T;1;20;23;F;06/11/2018 13:04:02
728093.128;4372255.939;098_SANTOS JUSTO Y PASTOR;98;Justo y Pastor - Duque de Gaeta;T;5;10;15;T;06/11/2018 13:04:02
723251.749;4371355.04399999976;248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA;248;Tres Cruces - Jose Maria Mortes Lerma;T;20;0;20;F;06/11/2018 13:04:02
723454.207;4370990.489;249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA;249;Tres Cruces - Segunda República Española;T;4;11;15;F;06/11/2018 13:04:02
723630.675;4370645.18099999987;250_AVDA_TRES_CRUCES_PIO_XI;250;Tres Cruces - Pio XI;T;13;2;15;F;06/11/2018 13:04:02
723322.006;4370578.296;251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA;251;Arquitecto Segura del Lago - Camino Nuevo de Picaña;T;11;4;15;T;06/11/2018 13:04:02
723411.93;4369965.20199999958;252_DE_LOS_GREMIOS_CAMPOS_CRESPO;252;Dels Gremis - Campos Crespo;T;5;15;20;T;06/11/2018 13:04:02
723616.945;4370241.96;253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO;253;José Meliá Castelló - Campos Crespo;T;5;10;15;F;06/11/2018 13:04:02
724595.497;4369713.43499999959;254_AVDA_DR_TOMAS_SALA_CARTEROS;254;Doctor Tomás Sala - Carteros;T;11;7;19;T;06/11/2018 13:04:02
724930.138;4369721.91299999971;255_SAN_VICENTE_MARTIR_TOMAS_DE_VILLAROYA;255;Tomas de Villarroya - San Vicente;T;16;2;18;F;06/11/2018 13:04:02
724343.803;4371511.33899999969;256_AVDA_TRES_FORQUES_TURIS;256;Tres Forques - Turís;T;8;7;15;F;06/11/2018 13:04:02
724673.385;4369442.063;257_PLAZA_SALVADOR_SORIA_ESQ_PIO_X;257;"Plaza Salvador Soria, 8";T;9;10;20;F;06/11/2018 13:04:02
724687.984;4368840.01499999966;258_PINTOR_RAFAEL_SOLVES_ESQ_JOSE_SOTO_MICO;258;Pintor Rafael Solves - Jose Soto Mico;T;14;1;15;T;06/11/2018 13:04:02
724336.117;4369455.518;259_CALLE_PIO_IX_POLIDEPORTIVO_RAMBLETA;259;Pio IX - Músico Cabanilles;T;14;6;20;T;06/11/2018 13:04:02
723068.818;4370984.943;260_DELS_FERRERS_ESQ_TRAGINERS;260;Traginers - Pedrapiquers;T;8;11;20;F;06/11/2018 13:04:02
727903.805;4373027.62;261_PZA_XUQUER_ESQ_VINALOPO;261;Plaza Xuquer - Vinalopó;T;2;17;19;F;06/11/2018 13:04:02
722883.536;4371414.65799999982;262_AVDA_TRES_FORQUES_COLONIA_ESPANOLA_DE_MEXICO;262;Tres Forques - Colonia Española de Mexico;T;19;1;20;T;06/11/2018 13:04:02
729721.075;4373790.57199999969;171_CALLE GRAN CANARIA;171;Gran Canaria - Ingeniero Manuel Maese;T;0;15;15;F;06/11/2018 13:04:02
726223.891;4370683.656;180_AVENIDA_DOCTOR_WAKSMAN;180;Doctor Waksman - Nieves;T;1;19;20;T;06/11/2018 13:04:02
723938.787;4371410.971;213_CALLE_ARCHIDUQUE_CARLOS_ESQ_CALLE_JOSE_MA_MOR;213;Archiduque Carlos - José María Mortes Lerma;T;6;9;15;F;06/11/2018 13:04:02
